ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region
TCKT_002162,2025-08-08T14:17:19,CUST_00584,non_profit,phone_transcript,billing,bug,low,resolved,standard,I am seeing an error message when I click on billing.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Patched the bug and deployed a fix to production.,28.35,0,negative,3,0,web,LATAM
TCKT_002163,2023-04-17T03:34:24,CUST_07740,individual,chat,analytics_dashboard,bug,medium,resolved,standard,The analytics dashboard feature is not saving my changes.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,24.65,1,neutral,4,1,desktop_app,MEA
TCKT_002164,2022-09-08T17:38:36,CUST_09531,non_profit,chat,login_auth,how_to,low,resolved,platinum,How can I export my data from the login auth section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,58.77,0,neutral,4,1,ios,EU
TCKT_002165,2022-05-26T20:19:34,CUST_04106,individual,web_form,billing,how_to,medium,resolved,gold,I need help setting up billing for my team.,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,36.02,0,neutral,3,1,desktop_app,LATAM
TCKT_002166,2023-03-19T13:28:50,CUST_05689,non_profit,web_form,login_auth,bug,high,open,gold,I am seeing an error message when I click on login auth.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,,,0,neutral,3,1,desktop_app,LATAM
TCKT_002167,2023-01-01T06:02:37,CUST_03385,enterprise,chat,mobile_app,performance,high,resolved,standard,Queries in the mobile app module are timing out.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,22.46,0,neutral,4,1,web,LATAM
TCKT_002168,2025-06-19T11:41:39,CUST_06415,education,in_app,login_auth,feature_request,low,resolved,platinum,It would be great to have login auth support in your product.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,39.94,0,neutral,4,0,api_client,EU
TCKT_002169,2025-10-31T15:54:38,CUST_09935,small_business,chat,data_export,how_to,low,in_progress,gold,Can you explain how to configure data export properly?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,neutral,0,0,web,LATAM
TCKT_002170,2022-01-31T02:03:12,CUST_02521,enterprise,in_app,billing,billing_problem,low,in_progress,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,0,neutral,4,0,ios,EU
TCKT_002171,2022-02-02T20:37:05,CUST_08052,enterprise,phone_transcript,data_export,other,low,resolved,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,15.43,0,positive,5,1,api_client,MEA
TCKT_002172,2023-02-03T17:41:01,CUST_03979,non_profit,in_app,mobile_app,feature_request,urgent,on_hold,gold,Can you add an option to customize mobile app?,Thanks for your feature suggestion. This has been escalated to our on-call team for immediate attention.,,,0,positive,5,0,desktop_app,APAC
TCKT_002173,2022-03-24T05:28:14,CUST_08429,small_business,in_app,data_export,bug,low,in_progress,standard,The data export feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,positive,4,0,desktop_app,NA
TCKT_002174,2025-03-13T18:06:20,CUST_00718,small_business,chat,billing,feature_request,low,resolved,standard,Our team needs more advanced options for billing.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,10.32,0,neutral,4,0,web,EU
TCKT_002175,2022-10-15T08:06:30,CUST_00532,small_business,web_form,mobile_app,bug,urgent,resolved,standard,The mobile app feature is not saving my changes.,Thanks for reporting this bug. This has been escalated to our on-call team for immediate attention.,Patched the bug and deployed a fix to production.,1.63,0,negative,2,0,desktop_app,LATAM
TCKT_002176,2025-07-11T13:27:55,CUST_07040,enterprise,chat,data_export,security_concern,medium,in_progress,standard,We need details about your data encryption and compliance.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,5,0,android,LATAM
TCKT_002177,2025-12-01T23:24:42,CUST_09363,non_profit,phone_transcript,api_integration,other,low,resolved,standard,I have a general question about my account.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,63.53,0,negative,2,0,ios,MEA
TCKT_002178,2023-04-30T15:21:46,CUST_01723,enterprise,phone_transcript,login_auth,account_access,low,on_hold,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,negative,2,0,desktop_app,MEA
TCKT_002179,2022-06-29T20:48:57,CUST_07444,education,email,data_export,performance,urgent,in_progress,gold,Queries in the data export module are timing out.,We understand performance issues can be frustrating. This has been escalated to our on-call team for immediate attention.,,,0,neutral,4,0,ios,NA
TCKT_002180,2025-12-30T17:26:40,CUST_05142,enterprise,web_form,data_export,bug,high,in_progress,standard,The data export feature is not saving my changes.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,,,0,negative,3,0,android,NA
TCKT_002181,2023-12-13T05:30:01,CUST_08576,small_business,web_form,notifications,how_to,low,resolved,gold,How can I export my data from the notifications section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,26.89,0,neutral,4,0,api_client,APAC
TCKT_002182,2022-01-04T05:04:20,CUST_08455,small_business,phone_transcript,mobile_app,other,medium,in_progress,gold,"Something seems off, can you please check my workspace?",Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,0,api_client,NA
TCKT_002183,2023-04-25T20:08:56,CUST_02420,non_profit,chat,analytics_dashboard,billing_problem,medium,in_progress,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,3,0,android,NA
TCKT_002184,2025-01-11T13:41:28,CUST_04191,small_business,phone_transcript,api_integration,feature_request,medium,resolved,standard,Our team needs more advanced options for api integration.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,18.51,0,neutral,0,0,api_client,MEA
TCKT_002185,2022-09-17T18:23:51,CUST_03711,individual,in_app,mobile_app,billing_problem,low,resolved,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,62.77,1,very_negative,1,1,api_client,EU
TCKT_002186,2025-12-10T10:27:05,CUST_00177,enterprise,chat,billing,feature_request,high,resolved,gold,Our team needs more advanced options for billing.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,18.25,0,negative,0,0,api_client,EU
TCKT_002187,2025-05-31T03:39:00,CUST_03671,small_business,in_app,api_integration,security_concern,medium,on_hold,standard,I noticed a suspicious login on my account.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,3,0,ios,NA
TCKT_002188,2024-07-16T13:21:34,CUST_03051,education,phone_transcript,analytics_dashboard,security_concern,high,in_progress,gold,We need details about your data encryption and compliance.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,,,0,very_negative,1,0,desktop_app,APAC
TCKT_002189,2023-04-26T07:20:59,CUST_00756,small_business,phone_transcript,billing,how_to,low,in_progress,standard,I need help setting up billing for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,1,very_positive,5,0,api_client,APAC
TCKT_002190,2023-08-09T07:53:02,CUST_03519,small_business,in_app,api_integration,how_to,low,closed_no_action,gold,How can I export my data from the api integration section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,132.17,0,neutral,3,0,desktop_app,EU
TCKT_002191,2023-09-07T19:52:03,CUST_08457,small_business,web_form,notifications,feature_request,low,on_hold,standard,It would be great to have notifications support in your product.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,very_positive,5,0,desktop_app,EU
